,title,url,year,status
0,"L’année 1437 dans la pratique de Pierre Christofle, notaire du Châtelet d’Orléans",http://elec.enc.sorbonne.fr/christofle/index.html,2016,200
1,The Aberdeen Bestiary,http://www.abdn.ac.uk/bestiary,1996,200
2,apw - Acta Pacis Westphalicae,http://apw.digitale-sammlungen.de/,2014,200
3,Édition numérique des Actes des églises réformées de Bourgogne au XVIIe siècle.,http://synodes-protestants.symogih.org/index.html,2018,200
4,Actes royaux,http://www.cn-telma.fr/actesroyaux/index/,2008,404
5,Adams Family Papers - An Electronic Archive,http://www.masshist.org/digitaladams/archive/,2003,200
6,The Adams Papers Digital Edition,https://rotunda.upress.virginia.edu/founders/ADMS.html,2008,200
7,John Quincy Adams Diary,https://www.masshist.org/publications/jqadiaries/index.php,2017,200
8,The Jane Addams Digital Edition,https://digital.janeaddams.ramapo.edu,2015,200
9,The Latin Prose and Poetry of Joseph Addison,http://www.philological.bham.ac.uk/Addison/,1997,200
10,Die Relatio Adelberts von Heidenheim und der Text Ilsungs,http://www.forschungsdatenarchiv.escience.uni-tuebingen.de/adlils/adelbert_relatio,2016,"HTTPConnectionPool(host='www.forschungsdatenarchiv.escience.uni-tuebingen.de', port=80): Max retries exceeded with url: /adlils/adelbert_relatio (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f3f7e712cb0>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
11,African American Women Writers of the 19thCentury,http://digital.nypl.org/schomburg/writers_aa19/,1998,200
12,Anna Lætitia Aikin: Poems (1773),https://romantic-circles.org/editions/contemps/barbauld/poems1773/,2000,200
13,The Alcalá Account Book,,2008,Invalid URL '': No schema supplied. Perhaps you meant http://?
14,Alciato's Book of Emblems: The Memorial Web Edition in Latin and English,http://www.mun.ca/alciato/,1995,200
15,D'Alembert en toutes lettres,http://dalembert.academie-sciences.fr/Correspondance,2013,200
16,"Altfranzösische Urkunden, 1237-1281. Edition der Urkunden Gräfin Ermesindes (1226-1247) und Graf Heinrichs V. (1247-1281) von Luxemburg.",http://www.rmnet.uni-trier.de/cgi-bin/RMnetIndex.tcl?hea=qf&for=qafranzu,2003,200
17,Ancrene Wisse Preface,http://web.archive.org/web/20070530001208/http://www.tei-c.org.uk/Projects/EETS/,1999,200
18,"Con2: An Edition of The Anglo-Saxon Chronicles, 924-983",http://web.archive.org/web/20080209001636/http://www.slu.edu/departments/english/chron/index.html,1996,200
19,"Eleventh-Century Anglo-Saxon Glossary From Ms. Brussels, Royal Library 1650: An Edition and Source Study",http://web.archive.org/web/20060828032335/http://www.wmich.edu/medieval/research/rawl/glossary/,1995,200
20,InsAph - Inscriptions of Aphrodisias Project,http://insaph.kcl.ac.uk/,2005,"HTTPSConnectionPool(host='insaph.kcl.ac.uk', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: WRONG_SIGNATURE_TYPE] wrong signature type (_ssl.c:997)')))"
21,The Dynamic Edition of the Declaration of Arbroath,https://cotr.ac.uk/guidelines/dynamic-declaration-arbroath/,2020,200
22,Edizione Digitale di FGrHist 104 [Aristodemo],http://pietroliuzzo.github.io/Aristodemo/,2016,200
23,The Letters of Matthew Arnold,http://rotunda.upress.virginia.edu/arnold/,2006,200
24,Die Urkunden der Arnulfinger,http://web.archive.org/web/20131004095227/http://www.uni-bonn.de/~uph202/arnulfinger.shtml,1998,200
25,Deux visages de L'Astrée: Première édition critique de L'Astrée d'Honoré d'Urfé,https://astree.tufts.edu/_analyse/accueil.html,2007,200
26,The Auchinleck Manuscript,http://www.nls.uk/auchinleck/,2003,404
27,"Der Auschwitz-Prozess. Tonbandmitschnitte, Protokolle und Dokumente",,2004,Invalid URL '': No schema supplied. Perhaps you meant http://?
28,Jane Austen’s Fiction Manuscripts Digital Edition,http://www.janeausten.ac.uk/index.html,2011,"HTTPSConnectionPool(host='janeausten.ac.uk', port=443): Max retries exceeded with url: /index.html (Caused by SSLError(SSLError(1, '[SSL: WRONG_SIGNATURE_TYPE] wrong signature type (_ssl.c:997)')))"
29,Kitāb ʿAyn al-Naẓar fī ʿIlm al-Jadal by Shams al-Dīn al-Samarqandī (d. 722/1322),https://pages.ceres.rub.de/ayn-al-nazar/#fnref-idm258,2019,"HTTPSConnectionPool(host='pages.ceres.rub.de', port=443): Max retries exceeded with url: /ayn-al-nazar/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3f7e7b4520>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))"
30,"Hermann Bahr, Arthur Schnitzler: Briefwechsel, Aufzeichnungen, Dokumente 1891-1931.",https://bahrschnitzler.acdh.oeaw.ac.at/index.html,2018,200
31,Balassi Bálint összes verse hálózati kritikai kiadás,http://magyar-irodalom.elte.hu/gepesk/bbom/cimlap.htm,1998,200
32,The Diary of Martha Ballard 1785-1812,http://dohistory.org/diary/index.html,2003,200
33,Herman Bangs breve,https://bangsbreve.dk,2015,200
34,Correspondance Barbeyrac (1702-1743),http://lumieres.unil.ch/projets/barbeyrac,2017,200
35,"Carl Louis Bargheer: Fiedellieder *plus* , Eine digitale Edition",https://bargheer.edirom.de,2012,200
36,"Bartholomeus Engelsman, Van den Proprieteyten der Dinghen",http://bartholomeusengelsman.huygens.knaw.nl/path/,2009,200
37,Jahrrechnungen der Stadt Basel 1535 bis 1610 – digital,http://gams.uni-graz.at/context:srbas,2015,200
38,Bayeux-Tapestry Digital Edition,http://www.sd-editions.com/bayeux/index.html,2002,404
39,Correspondence de Pierre Bayle,http://bayle-correspondance.univ-st-etienne.fr/,2011,200
40,Becerro Galicano de San Millán de la Cogolla,http://www.ehu.es/galicano/,2013,"HTTPSConnectionPool(host='www.ehu.eus', port=443): Max retries exceeded with url: /galicano/ (Caused by SSLError(SSLError(1, '[SSL: UNSAFE_LEGACY_RENEGOTIATION_DISABLED] unsafe legacy renegotiation disabled (_ssl.c:997)')))"
41,Samuel Beckett - Digital Manuscript Project,http://www.beckettarchive.org/login.html,2011,200
42,Thomas Lovell Beddoes. The Brides' Tragedy (1822),https://romantic-circles.org/editions/beddoes/index.html,2007,200
43,"Beecher-Stowe, Harriet: Uncle Tom’s Cabin and American Culture",http://www.iath.virginia.edu/utc/,1998,200
44,Beethoven-Haus Bonn - Digitales Archiv,https://da.beethoven.de/sixcms/detail.php?template=startseite_digitales_archiv_de,2004,"HTTPSConnectionPool(host='da.beethoven.de', port=443): Max retries exceeded with url: /sixcms/detail.php?template=startseite_digitales_archiv_de (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f3f7e7b6800>, 'Connection to da.beethoven.de timed out. (connect timeout=10)'))"
45,The Alexander Graham Bell Family Papers,http://memory.loc.gov/ammem/bellhtml/bellhome.html,2000,200
46,Edition der falschen Kapitularien des Benedictus Levita,http://www.benedictus.mgh.de/,1998,200
47,Walter Benjamin Digital — Writings and Literaty Estate. Volume 11: Berliner Chronik / Berliner Kindheit um neunzehnhundert Facsimiles of the manuscripts and transcriptions,https://www.walter-benjamin.online/,2016,200
48,Electronic Beowulf,http://ebeowulf.uky.edu/,2000,200
49,Beowulf on Steorarume (Beowulf in Cyberspace),http://www.heorot.dk/,2002,200
50,"Bérardier de Bataut, Essai sur le récit",http://www.berardier.org/,2010,200
51,Letters and Texts: Intellectual Berlin around 1800,https://www.berliner-intellektuelle.eu,2012,200
52,Die Briefwechsel der Mathematiker Bernoulli,http://www.ub.unibas.ch/bernoulli/index.php/Briefe_im_Volltext,2011,200
53,The Bevan Family Letters,http://www.rth.org.uk/collections/bevan-dewar-letters,2009,200
54,The Ambrose Bierce Project,http://www.ambrosebierce.org/,2008,200
55,The William Blake Archive,http://www.blakearchive.org/,1996,200
56,The Collected Writings of Robert Bloomfield,https://romantic-circles.org/editions/bloomfield_poems/index.html,2019,200
57,The Letters of Robert Bloomfield and His Circle,https://romantic-circles.org/editions/bloomfield_letters/index.html,2009,200
58,The Banks of Wye by Robert Bloomfield,https://romantic-circles.org/editions/wye,2012,200
59,Decameron Web,https://www.brown.edu/Departments/Italian_Studies/dweb/,1994,200
60,"Edizione Critica Ipertestuale dello Zibaldone Laurenziano PL XXIX, 8",http://rmcisadu.let.uniroma1.it/boccaccio,1996,200
61,"The Diplomatic Correspondence of Thomas Bodley, 1585-1597",http://www.livesandletters.ac.uk/bodley/bodley.html,2011,200
62,Electronic Boethius - Alfred the Great's Old English 'Consolation Book',http://web.archive.org/web/20120226222144/http://beowulf.engl.uky.edu/~kiernan/eBoethius/inlad.htm,2002,200
63,De filosoof en de filoloog: De correspondentie tussen G. J. P. J. Bolland en P. J. Cosijn (1879-1899),https://correspondentie-bolland-en-cosijn.huygens.knaw.nl,2019,403
64,“… gantz unvergleichlich …” - Ernst Samuel Jacob Borchwards Reise ins Potsdam Friedrichs des Großen 1749,http://quellen-perspectivia.net/de/borchward/start,2015,200
65,BoschDoc,https://boschdoc.huygens.knaw.nl,2016,403
66,The Bosworth Letters,http://bosworthletters.vtcath.org/,2016,500
67,Les dossiers de Bouvard et Pécuchet,http://www.dossiers-flaubert.fr,2007,"HTTPSConnectionPool(host='www.dossiers-flaubert.fr', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: UNSAFE_LEGACY_RENEGOTIATION_DISABLED] unsafe legacy renegotiation disabled (_ssl.c:997)')))"
68,Les manuscrits de Madame Bovary. Edition intégrale sur le web.,http://www.bovary.fr/,2009,200
69,The Workdiaries of Robert Boyle,http://www.livesandletters.ac.uk/wd/index.html,2004,200
70,Bracton Online. Bracton: De Legibus Et Consuetudinibus Angliæ,http://amesfoundation.law.harvard.edu/Bracton/,2003,200
71,May Bragdon Diaries,https://maybragdon.lib.rochester.edu/,2016,200
72,Georg Brandes: Digitale Hovedstrømninger,https://www.georgbrandes.dk/,2019,200
73,Briefe adeliger Frauen (16.-18. Jh.). Beziehungen und Bezugssysteme,http://www.univie.ac.at/Geschichte/Frauenbriefe/,1999,200
74,Brieven en Correspondenten rond 1900. Digitale editie.,https://brieven-correspondenten-1900.huygens.knaw.nl,2016,200
75,British War Poetry in the Age of Romanticism 1793-1815,https://romantic-circles.org/editions/warpoetry/,2004,200
76,Das Brixener Dommesnerbuch,https://homepage.uni-graz.at/de/andrea.hofmeister/forschung/editionsprojekt-die-schriften-des-brixner-dommesners-veit-feichter/brixner-dommesnerbuch/,2001,200
77,Richard Brome Online,https://www.dhi.ac.uk/brome/,2010,200
78,The Charles Brockden Brown Electronic Archive and Scholarly Edition,http://brockdenbrown.cah.ucf.edu/,1998,200
79,New Letters from Charles Brown to Joseph Severn (1821-1842),https://romantic-circles.org/editions/brownsevern/,2007,200
80,'Clotel' by William Wells Brown: An Electronic Scholarly Edition,http://rotunda.upress.virginia.edu:8080/clotel/,2006,"HTTPConnectionPool(host='rotunda.upress.virginia.edu', port=8080): Max retries exceeded with url: /clotel/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f3f7e7b6680>: Failed to establish a new connection: [Errno 113] No route to host'))"
81,Nachlass Franz Brümmer,http://bruemmer.staatsbibliothek-berlin.de/nlbruemmer/,2007,200
82,Das Bücherinventar der Elisabeth von Calenberg: Edition und Anmerkungen.,http://diglib.hab.de/edoc/ed000082/start.htm,2011,200
83,"Paolo Bufalini's Notebook, 1981–1991 - The digital edition",http://projects.dharc.unibo.it/bufalini-notebook/,2018,200
84,Die Kabinettsprotokolle der Bundesregierung,http://www.bundesarchiv.de/cocoon/barch/0000/index.html,2003,200
85,Burckhardt Source,http://burckhardtsource.org/,2015,200
86,Ferruccio Busoni – Briefe und Schriften,https://busoni-nachlass.org,2016,200
87,Lord Byron and his Times,http://lordbyron.org/,2011,200
88,"Cædmon's Hymn: A Multi-media Study, Edition and Archive",http://www.boydell.co.uk/43840448.HTM,2005,404
89,Callythea,http://www.cn-telma.fr//callythea/index/,2012,200
90,Corpus of the Inscriptions of Campā,http://isaw.nyu.edu/publications/inscriptions/campa/,2012,200
91,The Electronic Campsey Project,http://margot.uwaterloo.ca/campsey/cmphome_e.html,2007,200
92,An Electronic Corpus of 15th Century Castilian Cancionero Manuscripts,http://cancionerovirtual.liv.ac.uk,2007,"HTTPConnectionPool(host='cancionerovirtual.liv.ac.uk', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f3f7e7b7400>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
93,Cantar de Mio Cid,https://miocid.wlu.edu/?v=nor,2002,200
94,Cantus Network: libri ordinarii of the Salzburg metropolitan province (Beta-Version),https://gams.uni-graz.at/context:cantus/sdef:Context/get?locale=de,2017,200
95,Project CARDS / Project FLY,http://alfclul.clul.ul.pt/cards-fly/index.php,2012,200
96,The Carlyle Letters Online,https://carlyleletters.dukeupress.edu/,2007,200
97,Cartago,http://www.cartago.nl,2005,200
98,"The Diary, Correspondence, and Papers of Robert ""King"" Carter of Virginia, 1701-1732",http://staging.carter.lib.virginia.edu,2000,"HTTPConnectionPool(host='staging.carter.lib.virginia.edu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f3f7e7a4640>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
99,Le Cartulaire de la Seigneurie de Nesle,http://www.cn-telma.fr/nesle/index/,2006,200
100,Cartulaires d'Île-de-France,http://elec.enc.sorbonne.fr/cartulaires/,2009,200
101,The Casebooks Project. A digital edition of Simon Forman's and Richard Napier's medical records 1596-1634.,http://www.magicandmedicine.hps.cam.ac.uk/,2013,200
102,The Willa Cather Archive,http://cather.unl.edu,1997,200
103,Catullus Online - An Online Repertory of Conjectures on Catullus,http://catullusonline.org/,2009,200
104,"La entretenida by Miguel de Cervantes: A Digital, Annotated Edition and an English Translation",http://entretenida.outofthewings.org/index.html,2014,200
105,Electronic Variorum Edition of the Quixote (EVE-DQ),http://cervantes.tamu.edu/V2/CPI/index.html,1998,200
106,"A Description of the Valley of Chamouni, in Savoy. By Samuel Glover",https://romantic-circles.org/editions/chamouni/index.html,2018,200
107,"Four Early Chan Texts from Dunhuang – A TEI-based Edition 早期禪宗文獻四部 —— 以TEI標記重訂敦煌寫卷:楞伽師資記,傳法寶紀,修心要論,觀心論",https://zenodo.org/record/1133490#.WuR5t65l_IU,2018,200
108,The Charette Project 2,http://web.archive.org/web/*/http://lancelot.baylor.edu/,1991,200
109,« DigiLivres » : LANCELOT (Chrétien de Troyes: Le Chevalier de la Charette),http://web.archive.org/web/20080415015129/http://homepage.mac.com/guyjacqu/lancelot.html,2002,200
110,Correspondance d'Isabelle de Charrière,https://charriere.huygens.knaw.nl,2019,403
111,CHARTA: Corpus Hispánico y Americano en la Red: Textos Antiguos,http://www.corpuscharta.es/consultas.html,2015,406
112,Caxton's Canterbury Tales: The British Library Copies on CD-ROM,http://www.sd-editions.com/caxtons/index.html,2003,200
113,Geoffrey Chaucer's Book of the Duchess: a hypertext edition,http://web.archive.org/web/20141204201458/http://www.ucalgary.ca/ucpress/online/pubs/duchess/Websample/titlepge.htm,1997,200
114,CantApp: The General Prologue. An Edition in an App.,http://www.sd-editions.com/CantApp/GP/,2020,200
115,The Canterbury Tales Project: The Hengwrt Chaucer Digital Facsimile,http://www.sd-editions.com/hengwrt/index.html,2000,200
116,The Hengwrt Chaucer Standard Edition,http://www.sd-editions.com/HgStandard/diffs.htm,2003,200
117,The Canterbury Tales Project: The Miller's Tale on CD-ROM,http://www.sd-editions.com/miller/index.html,2004,200
118,The Canterbury Tales Project: The Nun's Priest's Tale on CD-ROM,http://www.sd-editions.com/NP/index.html,2006,200
119,The Wife of Bath's prologue and tale: from the Canterbury Tales,na,1998,Invalid URL 'na': No schema supplied. Perhaps you meant http://na?
120,"A. C. Chavannes et sa ""Science générale de l'homme"" (1788)",http://lumieres.unil.ch/projets/chavannes,2019,200
121,Online Chopin Variorum Edition (OCVE). 2003-2004 (OCVE1) bzw. 2005-2008 (OCVE2),http://www.ocve.org.uk,2003,404
122,Digitale Edition und Kommentierung der Tagebücher des Fürsten Christian II. von Anhalt-Bernburg (1599–1656),http://www.tagebuch-christian-ii-anhalt.de/,2013,200
123,"A London Provisioner's Chronicle, 1550-1563, by Henry Machyn",http://quod.lib.umich.edu/m/machyn/,2006,200
124,Éditions en ligne de l'École des chartes (ELEC): Chroniques latines de Saint-Denis,http://elec.enc.sorbonne.fr/chroniqueslatines/,2006,200
125,St. Louis Circuit Court Records,http://digital.wustl.edu/stlcourtrecords/index.html,2012,200
126,Civil War Governors of Kentucky - Digital Documentary Edition,http://discovery.civilwargovernors.org/,2016,"HTTPConnectionPool(host='discovery.civilwargovernors.org', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f3f7e7a5f90>, 'Connection to discovery.civilwargovernors.org timed out. (connect timeout=10)'))"
127,Clusius Correspondence: A Digital Edition-in-Progress,http://clusiuscorrespondence.huygens.knaw.nl/,2015,200
128,Digitale Edition der Handschrift Cod. Guelf. 64 Weiss,http://diglib.hab.de/edoc/ed000006/start.htm,2007,503
129,Der Codex Laureshamensis,http://archivum-laureshamense-digital.de/de/codex_laureshamensis/codex.html,2015,404
130,Codex Suprasliensis,http://suprasliensis.obdurodon.org/,2011,200
131,Codice diplomatico della Lombardia medievale,http://www.lombardiabeniculturali.it/cdlm/,2000,200
132,The Samuel Taylor Coleridge Archive,https://web.archive.org/web/20100312073610/http://etext.lib.virginia.edu:80/stc/Coleridge/stc.html,1994,200
133,Samuel Taylor Coleridge & Robert Southey. The Fall of Robespierre (1822),https://romantic-circles.org/editions/robespierre/,2007,200
134,Samuel Taylor Coleridge: The Wanderings of Cain,https://romantic-circles.org/editions/cain/,2003,200
135,Colonial Despatches - The colonial despatches of Vancouver Island and British Columbia 1846-1871,http://bcgenesis.uvic.ca/,2008,200
136,Comparatio: Des chants liturgiques médiévaux,http://comparatio.irht.cnrs.fr,2016,200
137,The Model Edition Partnership: Documentary History of the First Federal Congress,http://www.gwu.edu/~ffcp/,2009,200
138,The Documentary History of the Ratification of the Constitution,http://digital.library.wisc.edu/1711.dl/History.Constitution,2018,200
139,Constitutiones et acta publica imperatorum et regum 1357–1378 [Urkunden Kaiser Karls IV. 1357–1378],http://telota.bbaw.de/constitutiones/,2012,200
140,Constitutiones et Acta publica imperatorum et regum. Dokumente zur Geschichte des Deutschen Reiches und seiner Verfassung 1357-1378. Elektronische Vorabedition.,,2001,Invalid URL '': No schema supplied. Perhaps you meant http://?
141,Divisiekroniek van Cornelius Aurelius,http://resources.huygens.knaw.nl/divisiekroniek/index_html,2011,200
142,Corpus Augustinianum Gissense a Cornelio Mayer editum,https://cag-online.net/,1996,200
143,Corpus Coranicum – Textdokumentation und historisch-kritischer Kommentar zum Koran,https://corpuscoranicum.de,2007,200
144,Corpus Juris Canonici (1582),http://digidev.library.ucla.edu/canonlaw/,2006,200
145,CMCL - Corpus dei Manoscritti Copti Letterari,http://www.cmcl.it,2003,200
146,Corpus Medicorum Graecorum / Latinorum,http://pom.bbaw.de/cmg/,2005,200
147,Corpus Rhythmorum Musicum (saec. IV-IX) - I,http://www.corimu.unisi.it/,2009,200
148,S’écrire au XIXe siècle. Une correspondance familiale,http://correspondancefamiliale.ehess.fr/index.php,2015,200
149,Cozroh-Codex (BayHStA HL Freising 3a) - Digitale Edition,https://www.bayerische-landesbibliothek-online.de/cozroh,2010,200
150,The Cullen Project,http://www.cullenproject.ac.uk,2015,200
151,Gli anni della cupola. 1417-1436,http://www.operaduomo.firenze.it/cupola/,2001,200
152,Cursus. An Online Resource of Medieval Liturgical Texts,http://www.cursus.org.uk,2006,200
153,Inscriptions of Greek Cyrenaica / Greek Verse Inscriptions of Cyrenaica,https://igcyr.unibo.it/,2017,200
154,Dafydd ap Gwilym.net,http://www.dafyddapgwilym.net/,2007,200
155,"Daisne, Johan: De trein der traagheid",http://edities.kantl.be/daisne/index.htm,2012,200
156,Dante Alighieri: Commedia - A Digital Edition,https://dantecommedia.it/,2010,200
157,ILTweb Digital Dante Project,http://dante.ilt.columbia.edu,1992,200
158,Dante: Monarchia,https://www.danteonline.it/monarchia/,2006,200
159,Princeton Dante Project,http://etcweb.princeton.edu/dante/,1997,404
160,The Complete Work of Charles Darwin Online,http://darwin-online.org.uk/,2002,200
161,Darwin Correspondence Project,http://www.darwinproject.ac.uk/,2016,200
162,Erasmus Darwin. The Temple of Nature (1803),https://romantic-circles.org/editions/darwin_temple/,2006,200
163,Dasypodius' Dictionarium Latinogermanicum,http://diglib.hab.de/edoc/ed000008/start.htm,2007,200
164,Edizione digitale dell'Epistolario di Alcide De Gasperi,https://www.epistolariodegasperi.it/#/,2019,200
165,Édition critique des carnets de prison et de la correspondance privée d’Henri Delescluze à Belle-Île (1851-1853),http://elec.enc.sorbonne.fr/delescluze/,2015,200
166,1641 Depositions,http://1641.tcd.ie/,2007,200
167,"The Destruction of Troy. A Diplomatic and Color Facsimile Edition of Hunterian MS V.2.8 in Glasgow University Library, John Clerk of Whalley",https://web.archive.org/web/20070720151934/http://www.press.umich.edu/titleDetailDesc.do?id=6547,2001,200
168,"A Social Edition of the Devonshire MS (BL Add 17,492)",http://en.wikibooks.org/wiki/The_Devonshire_Manuscript,2012,200
169,The Correspondence of John Dewey,http://www.nlx.com/collections/132,1999,200
170,Dickinson Electronic Archives,http://www.emilydickinson.org,1994,200
171,Emily Dickinson’s Correspondences: A Born-Digital Textual Inquiry,https://rotunda.upress.virginia.edu/edc/,2008,200
172,Digenis Akritis: Greek and Slavic,http://digenis.obdurodon.org,2017,200
173,"Digital Day Thoughts: A comparative encoding of the quarto and octavo editions of *The Relief; or, Day Thoughts: a Poem* (1754) by Henry Jones.",http://www.scholarsgrotto.com/collections.php,2014,200
174,Digital Renaissance Editions,https://digitalrenaissance.uvic.ca,2015,200
175,The Digital Temple: A Documentary Edition of George Herbert’s English Verse,https://digitaltemple.rotunda.upress.virginia.edu,2012,200
176,Digital Variants:,http://www.digitalvariants.org,1996,"HTTPConnectionPool(host='www.digitalvariants.org', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f3f7e7a64a0>, 'Connection to www.digitalvariants.org timed out. (connect timeout=10)'))"
177,Српски дигитални дипломатар / Diplomatarium Serbicum Digitale,http://www.bisanu.rs/,2015,"HTTPConnectionPool(host='www.bisanu.rs', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f3f7e7c4a90>, 'Connection to www.bisanu.rs timed out. (connect timeout=10)'))"
178,Diplomatische Dokumente der Schweiz (DodiS),http://www.dodis.ch/,1997,200
179,Benjamin Disraeli: Alroy,https://romantic-circles.org/editions/alroy/,2005,200
180,"Domesday Explorer, Version 1.0, Professional Edition",http://www.domesdaybook.net/,2000,200
181,Hyperdonat - Une édition électronique des commentaires de Donat aux comédies de Térence,http://hyperdonat.ens-lyon.fr/,2007,200
182,Digital Donne: The Online *Variorum*,http://digitaldonne.tamu.edu/index.html,2005,200
183,Jean Donneau de Visé: Les Nouvelles nouvelles,http://www.unifr.ch/nouvellesnouvelles/index.html,2014,404
184,Frederick Douglass Papers - Digital Edition,http://frederickdouglass.infoset.io/,2016,"HTTPConnectionPool(host='frederickdouglass.infoset.io', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f3f7e7a7190>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
185,The Dream of the Rood: An Electronic Edition,https://web.archive.org/web/20160918183122/http://www.dreamofrood.co.uk:80/,2002,200
186,[Theodore] Dreiser Web Source,https://web.archive.org/web/20191024001213/http://www.library.upenn.edu/collections/rbm/dreiser/,2002,200
187,DSE: The FEB-Web Scholarly Digital Edition,http://feb-web.ru/indexen.htm,2002,"HTTPConnectionPool(host='feb-web.ru', port=80): Max retries exceeded with url: /indexen.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f3f7e7c5a20>, 'Connection to feb-web.ru timed out. (connect timeout=10)'))"
188,La correspondance du chancelier Antoine Du Bourg (1535-1538),http://elec.enc.sorbonne.fr/dubourg/,2012,200
189,"Friedrich Dürrenmatt: Die Physiker. Multimediale Dokumentation zum Text, zur Entstehung und zur Wirkungsgeschichte auf CD-ROM",http://web.archive.org/web/20170201133036/http://www.nb.admin.ch/sla/03131/03132/03574/03655/index.html?lang=en,2001,200
190,Protokolle des Duisburger Notgerichts von 1537-1545 – Elektronische Edition,http://www.rmnet.uni-trier.de/cgi-bin/RMnetIndex.tcl?hea=qf&for=qnotgeru,2005,200
191,Das Duisburger Stadtrecht von 1518 – Elektronische Edition,http://www.rmnet.uni-trier.de/cgi-bin/RMnetIndex.tcl?hea=qf&for=qfley1518,2004,200
192,Louise Dumont an Gustav Lindemann – Eine digitale Briefedition,https://web.archive.org/web/20180412224235/http://www.louise-dumont.de/,2013,200
193,Durham Liber Vitae,http://web.archive.org/web/20170917142323/http://dlv.org.uk/,2003,200
194,E-Sequence: Audiovisuelle digitale Repräsentation von Sequenzen Notkers des Stammlers († 912) aufgrund ausgewählter Handschriften.,https://www.e-sequence.eu,2013,200
195,Early Stuart Libels: an edition of poetry from manuscript sources.,http://www.earlystuartlibels.net/htdocs/index.html,2005,406
196,Ferdinand Ebner: Gesammelte Werke. Online Edition.,http://wfe.sbg.ac.at/exist/apps/Frontpage/index.html,2014,200
197,Thomas A. Edison Papers,http://edison.rutgers.edu/,2005,200
198,Éditions en ligne de l'École des chartes (ELEC): L'édit de Nantes et ses antécédents (1562-1598),http://elec.enc.sorbonne.fr/editsdepacification/,2004,200
199,Effectus Amoris széphistória a XVI. századból. Digitális kritikai kiadás,http://magyar-irodalom.elte.hu/effectus/,1998,200
200,The Model Edition Partnership: The Papers of Dwight David Eisenhower,https://web.archive.org/web/20090421081014/http://adh.sc.edu/de/de-table.html,1999,200
201,Enquêtes menées sous les derniers capétiens,http://www.cn-telma.fr//enquetes/index/,2007,200
202,Epigraphische Sammlung der Universität Graz,http://gams.uni-graz.at/context:epsg,2016,200
203,ePistolarium: Circulation of Knowledge and Learned Practices in the 17th-century Dutch Republic,http://ckcc.huygens.knaw.nl/epistolarium/,2013,200
204,Песме Ерлангенског рукописа - Erlangenski rukopis,http://www.erl.monumentaserbica.com,2014,"HTTPConnectionPool(host='www.erl.monumentaserbica.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f3f7e7c6920>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
205,Alfred Escher - Briefedition,http://www.briefedition.alfred-escher.ch/,2012,200
206,Estoria de Espanna Digital,https://blog.bham.ac.uk/estoriadigital/,2016,200
207,An Encomium on Henry VIII and Elizabeth I by George Etheridge — British Library Royal MS 16 C X,http://hellenic-institute.uk/research/Etheridge/,2012,200
208,Euripides Scholia,http://euripidesscholia.org/,2010,200
209,The Exeter Anthology of Old English Poetry,,2006,Invalid URL '': No schema supplied. Perhaps you meant http://?
210,Correspondence between Henri Fantin-Latour and Otto Scholderer (1858-1902),http://quellen-perspectivia.net/en/fantin-scholderer/start,2014,200
211,Kritische Online-Edition der Tagebücher Michael Kardinal von Faulhabers (1911–1952),http://www.faulhaber-edition.de/index.html,2015,200
212,Faustedition / Johann Wolfgang Goethe: Faust. Historisch-kritische Edition,http://faustedition.net/,2018,200
213,Feldpost - II. Weltkrieg,https://briefsammlung.de/feldpost-zweiter-weltkrieg/,2009,200
214,Henry III Fine Rolls Project,http://www.frh3.org.uk/,2005,"HTTPSConnectionPool(host='frh3.org.uk', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: WRONG_SIGNATURE_TYPE] wrong signature type (_ssl.c:997)')))"
